4977.839525442753,1484.008658115974,-4792.263065428146
5559.479407692442,1476.8228068396404,-4105.417714428858
6050.911076203971,1445.6742964270923,-3351.784524534714
6444.072616103553,1391.0475019578857,-2543.57537163447
6732.491394322164,1313.8106705150208,-1693.9159130565642
6911.3986026395505,1215.2034038936642,-816.6324668668283
6977.815417155058,1096.8175346829232,73.9757180973797
6930.60829568044,960.5716143261906,963.3745447501366
6770.5117190538895,808.679429636028,1837.038737144179
6500.117599215151,643.6131522306338,2680.6960364615006
6123.831554075623,468.0618882439591,3480.5668093632457
5647.797205342886,284.8865183556737,4223.594156307808
5079.79051624765,97.0717943879509,4897.660026697769
4429.086888785733,-92.32331604340683,5491.783446876539
3706.3042385852445,-280.21606875812876,5996.297678874607
2923.225552239972,-463.55025913006045,6403.003868265703
2092.604516502578,-639.345596252331,6705.299445365255
1227.9577261681086,-804.7454169448363,6898.280152873329
343.3467931919596,-957.0621178015342,6978.81504090426
-546.8465462959836,-1093.8197651064968,6945.594090136435
-1428.149431657882,-1212.7934004712115,6799.148307318721
-2286.2282132375362,-1312.044591711196,6541.842222674431
-3107.117364792884,-1389.9527861831168,6177.838762090332
-3877.444112216959,-1445.242016512715,5713.03653177616
-4584.645720313149,-1477.0024976267227,5154.979697621773
-5217.176126872158,-1484.7066528023718,4512.740914596347
-5764.698372704654,-1468.2191289678233,3796.7781856366096
-6218.259112698491,-1427.800417584122,3018.7671012384208
-6570.441466994067,-1364.103793534286,2191.410607496072
-6815.492644841271,-1278.1654203539158,1328.229202630035
-6949.423157515423,-1171.3876408731892,443.33522273976206
-6970.075049094541,-1045.5156652359528,-448.80446064425723
-6877.15736944284,-902.6080703726996,-1333.6124857798966
-6672.248050908483,-745.0017165094052,-2196.646650281782
-6358.762347879646,-575.2718533587206,-3023.841970437525
-5941.8889792109185,-396.1883147136394,-3801.744164927146
-5428.495997814013,-210.66877821997417,-4517.730013673044
-4827.0091312581835,-21.7300911961413,-5160.210670622761
-4147.2658499106865,167.56136172955377,-5718.814750575696
-3400.348703818373,354.1393413768382,-6184.548796800965
-2598.4015357689354,534.9866770156405,-6549.933487874483
-1754.4320641494562,707.1827312233694,-6809.114592818868
-882.1040864149305,867.9488197951788,-6957.9481911267885
4.477750999420249,1014.6910972322621,-6994.060014203924
890.9879613840648,1145.0404898890074,-6916.878941966445
1763.1025842818294,1256.8893026433384,-6727.644735773697
2606.7215971933706,1348.424136410539,-6429.390051682402
3408.18904734675,1418.154743142425,-6026.896720828051
4154.508424205927,1464.9384179159479,-5526.626270010251
4833.5505445945355,1487.9995000720194,-4936.624742251359
5434.250917519743,1486.9435392522214,-4266.402105603724
5946.793256977359,1461.7656911053211,-3526.786933696121
6362.77559446636,1412.8529520296254,-2729.7575925637866
6675.355364951164,1340.9799274273735,-1888.2518464064092
6879.369949701734,1247.2979548407918,-1015.9575541873434
6971.429494296215,1133.3175652051864,-127.08788087395666
