-6543.341368079976,-2349.144537313361,1870.7522691540357
-6755.479920375192,-2280.3776519693206,1006.5670850056749
-6863.776048353055,-2176.5576892439494,126.87010165357962
-6866.598518649416,-2039.2911102456305,-754.7816250264186
-6763.952873448468,-1870.701745849489,-1624.8112795376737
-6557.478056052734,-1673.3962645273587,-2469.836954092827
-6250.415806723068,-1450.4217795540696,-3276.881854284321
-5847.5538614985,-1205.2165365063802,-4033.5760841917463
-5355.144627225403,-941.5547622834234,-4728.346442576968
-4780.801519679192,-663.486838016873,-5350.591176302343
-4133.375512125104,-375.2759799059506,-5890.837224375913
-3422.814638369547,-81.33257926468684,-6340.87809260995
-2660.0092370145053,213.85272242826306,-6693.891069300793
-1856.6256395461528,505.7762502660864,-6944.532981602773
-1024.9308348564236,789.9879434573024,-7089.0140703699035
-177.6104266818252,1062.1566802622153,-7125.14981699891
672.4180021012612,1318.133611171471,-7052.3906897135275
1512.1941603331998,1554.0128862969607,-6871.8298179461835
2328.9050787650663,1766.1891852596773,-6586.188583184889
3110.0739938604224,1951.4114428640166,-6199.780081235223
3843.7460714212193,2106.8321292742107,-5718.4504094171325
4518.668758290751,2230.0513924560228,-5149.497807038286
5124.464316083186,2319.1553248024184,-4501.569858092836
5651.7918483014655,2372.74758784394,-3784.5392764919625
6092.4959525858285,2389.973638086714,-3009.3592163175394
6439.739026879247,2370.536849255026,-2187.899592936801
6688.114308562956,2314.7059345751863,-1332.7664943620484
6833.736925376699,2223.3132323530613,-457.10738250907934
6874.310608893141,2097.7436259419665,425.5946346305702
6809.168251988643,1939.914111067397,1301.7336994379718
6639.285146327017,1752.2442829495446,2157.797167480588
6367.264475287763,1537.6182744856867,2980.580367744609
5997.295402686546,1299.3389112320426,3757.3959322518226
5535.084831223157,1041.0750461115936,4476.273683522433
4987.764554944445,766.8031808997076,5126.147457254511
4363.776049984845,480.74456489067063,5697.0257526531905
3672.7355164655237,187.29898668047238,6180.14368358618
2925.2819909875416,-109.02355338982805,6568.0943029758455
2132.911407551966,-403.6721713511888,6854.937932412125
1307.7994261129206,-692.1244023939994,7036.288607020369
462.61571208977256,-969.9545530087064,7109.377117541772
-389.6678133871073,-1232.900268563233,7073.0903889209685
-1235.9723817910647,-1476.9265533131206,6927.987090328622
-2063.309158487264,-1698.2865194132728,6676.289455515006
-2858.975134132199,-1893.5781566278415,6321.851345814068
-3610.745790530912,-2059.7964015858124,5870.102655140067
-4307.062067419887,-2194.37976160002,5327.970284375076
-4937.208982905648,-2295.25072704965,4703.776130858737
-5491.483086742442,-2360.84920251269,4007.112866676523
-5961.345799568596,-2390.1582156837862,3248.6987203720005
-6339.559665468419,-2382.721237247713,2440.2130048062504
-6620.304651256897,-2338.6505685727543,1594.114712845691
-6799.271884466674,-2258.6264273379793,723.4470902927504
-6873.732645289972,-2143.8865771119667,-158.36837649908114
-6842.580992175747,-1996.2065912245205,-1037.744696415076
-6706.3490779106105,-1817.8710985428115,-1901.1446912625154
-6467.194954700065,-1611.636605306077,-2735.2946734347847
-6128.863416013829,-1380.6867102546955,-3527.3923469111155
-5696.621124868962,-1128.5807060560257,-4265.305087635462
-5177.167882590751,-859.1966840120381,-4937.755186591843
-4578.5263557695025,-576.6703194492217,-5534.489189284045
-3909.9128915258116,-285.3305213999693,-6046.4290573233
-3181.592189751138,10.366921153581973,-6465.803487315312
-2404.7186060353515,305.906646750559,-6786.258262230997
-1591.1667370979249,596.7810433047882,-7002.944972305961
-753.3537540678009,878.5567560670366,-7112.587778553941
95.94427097462676,1146.9396563146315,-7113.528108159322
943.7799851148451,1397.8376191856596,-7005.747271080828
1777.2244081748702,1627.4205078645584,-6790.867004886479
2583.5567380187504,1832.1767660492997,-6472.12792377746
3350.4523809762836,2008.9660020011415,-6054.345821616921
4066.167139107143,2155.0669049089097,-5543.845795033541
4719.715266828718,2268.2197817572455,-4948.3742618192755
5301.038872850587,2346.662962203306,-4276.9891699463815
5801.165915524817,2389.162300827808,-3539.929039090769
6212.353874122086,2395.033027011976,-2748.461946800379
6528.216129993023,2364.153263986314,-1914.716127255197
6743.828180321425,2296.968662743627,-1051.4944666191168
6855.81106680491,2194.4877737301636,-172.0757886844818
6862.389825772988,2058.26799971609,709.9936220555161
6763.425339762121,1890.3922239712397,1581.1143682222232
6560.418659409076,1693.4364699899031,2427.8499826054813
6256.487616749851,1470.4292022940901,3237.1403918848046
5856.316312816949,1224.8031043681672,3996.5086181864667
5366.078774817561,960.3403509215367,4694.256818188475
4793.338687302643,681.112516231794,5319.648195328549
4146.927579229473,391.41632790574,5863.071855030966
3436.8041623877666,95.70648087985674,6316.18827337679
2673.8976704742954,-201.47331704518885,6672.053640594405
1869.9380709070215,-495.5599725622957,6925.221873168114
1037.2759288410032,-782.0403110011089,7071.823539112094
188.69455024539965,-1056.5191611664825,7109.621274205207
-662.783123702881,-1314.7854077710438,7038.041487238651
-1504.0905397586898,-1552.875263194727,6858.182283869814
-2322.3142051602676,-1767.1320403707955,6572.797605838006
-3104.888730574385,-1954.2617131440982,6186.257635872987
-3839.7878726455656,-2111.383533818346,5704.48560049713
-4515.709048291694,-2236.0749517726836,5134.871258041212
-5122.248618111411,-2326.4100604928926,4486.1616096937905
-5650.065067628129,-2380.9908043065707,3768.3297402206827
-6091.02712238523,-2398.9702196139174,2992.42316303878
-6438.343841302821,-2380.067074350573,2170.3935977882265
-6686.673889497492,-2324.571410163681,1314.9106925548542
-6832.211501891131,-2233.340680031248,439.1627797161303
-6872.747120734326,-2107.7864016179105,-443.35174524387537
-6807.701295395057,-1949.8514976210274,-1319.0384531984926
-6638.131135651234,-1761.9787514441346,-2174.422129948671
-6366.709360025413,-1547.0710484107158,-2996.3590279605155
